classification,item_type,path,paths_json,size_bytes,allocated_bytes,inode_count,file_count,oldest_mtime_utc,newest_mtime_utc,reason
currently_referenced,legacy_window_v13,${NARROWGATE_CACHE_ROOT}/window_cache/btcusdc_2026-06-26_tick_window_v13_0184f31888c08574.pkl,"[""${NARROWGATE_CACHE_ROOT}/window_cache/btcusdc_2026-06-26_tick_window_v13_0184f31888c08574.pkl""]",1238775158,1238777856,1,1,2026-07-31T22:30:19.111633Z,2026-07-31T22:30:19.111633Z,hash/size-bound by the current F07 40-day strict-native input index
currently_referenced,replay_dag_node,${NARROWGATE_CACHE_ROOT}/replay_dag/native_exchange_book_hour_v1,"[""${NARROWGATE_CACHE_ROOT}/replay_dag/native_exchange_book_hour_v1""]",9827372804,9925074944,3384,3384,2026-08-01T12:37:17.941347Z,2026-08-01T20:21:17.707254Z,This is the active action-independent hourly native-book DAG node; it is not tied to a closed strategy action.
frozen_historical_referenced,byte_identical_superseded_cross_venue_variant,${NARROWGATE_CACHE_ROOT}/replay_dag/cross_venue_fair_price_trade_1s_v1/all_venues,"[""${NARROWGATE_CACHE_ROOT}/replay_dag/cross_venue_fair_price_trade_1s_v1/all_venues/2026-04-17-d0ef517c4b703f14.parquet"",""${NARROWGATE_CACHE_ROOT}/replay_dag/cross_venue_fair_price_trade_1s_v1/all_venues/2026-04-17-d0ef517c4b703f14.parquet.manifest.json""]",5643449,5648384,2,2,2026-08-01T11:45:33.199532Z,2026-08-01T11:45:33.204040Z,candidate token is referenced outside its own payload/manifest; preserve
frozen_historical_referenced,byte_identical_superseded_cross_venue_variant,${NARROWGATE_CACHE_ROOT}/replay_dag/cross_venue_fair_price_trade_1s_v1/all_venues,"[""${NARROWGATE_CACHE_ROOT}/replay_dag/cross_venue_fair_price_trade_1s_v1/all_venues/2026-04-18-c90efd4869c37478.parquet"",""${NARROWGATE_CACHE_ROOT}/replay_dag/cross_venue_fair_price_trade_1s_v1/all_venues/2026-04-18-c90efd4869c37478.parquet.manifest.json""]",5627072,5632000,2,2,2026-08-01T11:45:38.428003Z,2026-08-01T11:45:38.433191Z,candidate token is referenced outside its own payload/manifest; preserve
frozen_historical_referenced,byte_identical_superseded_cross_venue_variant,${NARROWGATE_CACHE_ROOT}/replay_dag/cross_venue_fair_price_trade_1s_v1/all_venues,"[""${NARROWGATE_CACHE_ROOT}/replay_dag/cross_venue_fair_price_trade_1s_v1/all_venues/2026-04-19-1d939423c2c5ce27.parquet"",""${NARROWGATE_CACHE_ROOT}/replay_dag/cross_venue_fair_price_trade_1s_v1/all_venues/2026-04-19-1d939423c2c5ce27.parquet.manifest.json""]",5600753,5603328,2,2,2026-08-01T11:45:43.747026Z,2026-08-01T11:45:43.752163Z,candidate token is referenced outside its own payload/manifest; preserve
frozen_historical_referenced,byte_identical_superseded_cross_venue_variant,${NARROWGATE_CACHE_ROOT}/replay_dag/cross_venue_fair_price_trade_1s_v1/all_venues,"[""${NARROWGATE_CACHE_ROOT}/replay_dag/cross_venue_fair_price_trade_1s_v1/all_venues/2026-04-20-fcb3eba5c5b02994.parquet"",""${NARROWGATE_CACHE_ROOT}/replay_dag/cross_venue_fair_price_trade_1s_v1/all_venues/2026-04-20-fcb3eba5c5b02994.parquet.manifest.json""]",5639936,5644288,2,2,2026-08-01T11:45:49.417533Z,2026-08-01T11:45:49.422346Z,candidate token is referenced outside its own payload/manifest; preserve
frozen_historical_referenced,byte_identical_superseded_cross_venue_variant,${NARROWGATE_CACHE_ROOT}/replay_dag/cross_venue_fair_price_trade_1s_v1/all_venues,"[""${NARROWGATE_CACHE_ROOT}/replay_dag/cross_venue_fair_price_trade_1s_v1/all_venues/2026-04-22-b7fd4027c9fb7d39.parquet"",""${NARROWGATE_CACHE_ROOT}/replay_dag/cross_venue_fair_price_trade_1s_v1/all_venues/2026-04-22-b7fd4027c9fb7d39.parquet.manifest.json""]",5649191,5652480,2,2,2026-08-01T11:45:56.935676Z,2026-08-01T11:45:56.940491Z,candidate token is referenced outside its own payload/manifest; preserve
frozen_historical_referenced,byte_identical_superseded_cross_venue_variant,${NARROWGATE_CACHE_ROOT}/replay_dag/cross_venue_fair_price_trade_1s_v1/all_venues,"[""${NARROWGATE_CACHE_ROOT}/replay_dag/cross_venue_fair_price_trade_1s_v1/all_venues/2026-04-23-aaa41be841f36f07.parquet"",""${NARROWGATE_CACHE_ROOT}/replay_dag/cross_venue_fair_price_trade_1s_v1/all_venues/2026-04-23-aaa41be841f36f07.parquet.manifest.json""]",5651067,5656576,2,2,2026-08-01T11:46:02.875814Z,2026-08-01T11:46:02.881505Z,candidate token is referenced outside its own payload/manifest; preserve
frozen_historical_referenced,byte_identical_superseded_cross_venue_variant,${NARROWGATE_CACHE_ROOT}/replay_dag/cross_venue_fair_price_trade_1s_v1/all_venues,"[""${NARROWGATE_CACHE_ROOT}/replay_dag/cross_venue_fair_price_trade_1s_v1/all_venues/2026-05-01-e5443657cc918803.parquet"",""${NARROWGATE_CACHE_ROOT}/replay_dag/cross_venue_fair_price_trade_1s_v1/all_venues/2026-05-01-e5443657cc918803.parquet.manifest.json""]",5634128,5636096,2,2,2026-08-01T11:46:08.765710Z,2026-08-01T11:46:08.771320Z,candidate token is referenced outside its own payload/manifest; preserve
frozen_historical_referenced,byte_identical_superseded_cross_venue_variant,${NARROWGATE_CACHE_ROOT}/replay_dag/cross_venue_fair_price_trade_1s_v1/all_venues,"[""${NARROWGATE_CACHE_ROOT}/replay_dag/cross_venue_fair_price_trade_1s_v1/all_venues/2026-05-02-9e7b6fcbfa7552f3.parquet"",""${NARROWGATE_CACHE_ROOT}/replay_dag/cross_venue_fair_price_trade_1s_v1/all_venues/2026-05-02-9e7b6fcbfa7552f3.parquet.manifest.json""]",5548222,5550080,2,2,2026-08-01T11:46:14.392720Z,2026-08-01T11:46:14.397865Z,candidate token is referenced outside its own payload/manifest; preserve
frozen_historical_referenced,byte_identical_superseded_cross_venue_variant,${NARROWGATE_CACHE_ROOT}/replay_dag/cross_venue_fair_price_trade_1s_v1/all_venues,"[""${NARROWGATE_CACHE_ROOT}/replay_dag/cross_venue_fair_price_trade_1s_v1/all_venues/2026-05-03-ad1ff6f9e59db2dd.parquet"",""${NARROWGATE_CACHE_ROOT}/replay_dag/cross_venue_fair_price_trade_1s_v1/all_venues/2026-05-03-ad1ff6f9e59db2dd.parquet.manifest.json""]",5573050,5574656,2,2,2026-08-01T11:46:21.509197Z,2026-08-01T11:46:21.514761Z,candidate token is referenced outside its own payload/manifest; preserve
frozen_historical_referenced,byte_identical_superseded_cross_venue_variant,${NARROWGATE_CACHE_ROOT}/replay_dag/cross_venue_fair_price_trade_1s_v1/all_venues,"[""${NARROWGATE_CACHE_ROOT}/replay_dag/cross_venue_fair_price_trade_1s_v1/all_venues/2026-05-04-b0a6f390d202b5b4.parquet"",""${NARROWGATE_CACHE_ROOT}/replay_dag/cross_venue_fair_price_trade_1s_v1/all_venues/2026-05-04-b0a6f390d202b5b4.parquet.manifest.json""]",5645259,5648384,2,2,2026-08-01T11:46:27.504785Z,2026-08-01T11:46:27.510750Z,candidate token is referenced outside its own payload/manifest; preserve
frozen_historical_referenced,byte_identical_superseded_cross_venue_variant,${NARROWGATE_CACHE_ROOT}/replay_dag/cross_venue_fair_price_trade_1s_v1/all_venues,"[""${NARROWGATE_CACHE_ROOT}/replay_dag/cross_venue_fair_price_trade_1s_v1/all_venues/2026-05-05-c894e50df4f7bd3d.parquet"",""${NARROWGATE_CACHE_ROOT}/replay_dag/cross_venue_fair_price_trade_1s_v1/all_venues/2026-05-05-c894e50df4f7bd3d.parquet.manifest.json""]",5642089,5644288,2,2,2026-08-01T11:46:33.710115Z,2026-08-01T11:46:33.716512Z,candidate token is referenced outside its own payload/manifest; preserve
frozen_historical_referenced,byte_identical_superseded_cross_venue_variant,${NARROWGATE_CACHE_ROOT}/replay_dag/cross_venue_fair_price_trade_1s_v1/all_venues,"[""${NARROWGATE_CACHE_ROOT}/replay_dag/cross_venue_fair_price_trade_1s_v1/all_venues/2026-05-06-473b3a321750cf76.parquet"",""${NARROWGATE_CACHE_ROOT}/replay_dag/cross_venue_fair_price_trade_1s_v1/all_venues/2026-05-06-473b3a321750cf76.parquet.manifest.json""]",5633389,5636096,2,2,2026-08-01T11:46:39.735421Z,2026-08-01T11:46:39.740938Z,candidate token is referenced outside its own payload/manifest; preserve
frozen_historical_referenced,byte_identical_superseded_cross_venue_variant,${NARROWGATE_CACHE_ROOT}/replay_dag/cross_venue_fair_price_trade_1s_v1/all_venues,"[""${NARROWGATE_CACHE_ROOT}/replay_dag/cross_venue_fair_price_trade_1s_v1/all_venues/2026-05-13-2767e959b3fde67e.parquet"",""${NARROWGATE_CACHE_ROOT}/replay_dag/cross_venue_fair_price_trade_1s_v1/all_venues/2026-05-13-2767e959b3fde67e.parquet.manifest.json""]",5625867,5627904,2,2,2026-08-01T11:46:47.520673Z,2026-08-01T11:46:47.526528Z,candidate token is referenced outside its own payload/manifest; preserve
frozen_historical_referenced,byte_identical_superseded_cross_venue_variant,${NARROWGATE_CACHE_ROOT}/replay_dag/cross_venue_fair_price_trade_1s_v1/all_venues,"[""${NARROWGATE_CACHE_ROOT}/replay_dag/cross_venue_fair_price_trade_1s_v1/all_venues/2026-05-29-4baeb6ab97c62764.parquet"",""${NARROWGATE_CACHE_ROOT}/replay_dag/cross_venue_fair_price_trade_1s_v1/all_venues/2026-05-29-4baeb6ab97c62764.parquet.manifest.json""]",5567907,5570560,2,2,2026-08-01T11:46:54.007571Z,2026-08-01T11:46:54.013229Z,candidate token is referenced outside its own payload/manifest; preserve
frozen_historical_referenced,byte_identical_superseded_cross_venue_variant,${NARROWGATE_CACHE_ROOT}/replay_dag/cross_venue_fair_price_trade_1s_v1/all_venues,"[""${NARROWGATE_CACHE_ROOT}/replay_dag/cross_venue_fair_price_trade_1s_v1/all_venues/2026-05-30-85195c75de099273.parquet"",""${NARROWGATE_CACHE_ROOT}/replay_dag/cross_venue_fair_price_trade_1s_v1/all_venues/2026-05-30-85195c75de099273.parquet.manifest.json""]",5393565,5398528,2,2,2026-08-01T11:46:59.852554Z,2026-08-01T11:46:59.857926Z,candidate token is referenced outside its own payload/manifest; preserve
